OrderNumber,OrderDate,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Line Total,Total Unit Cost,,
SO - 0005548,3/8/2016,135,Wholesale,USD,AXW291,9,4,8,"3,819.00","30,552.00","2,635.11",,
SO - 0005549,3/8/2016,82,Export,USD,FLR025,60,30,5,167.50,837.50,85.43,,
SO - 0005550,3/8/2016,7,Export,USD,FLR025,60,10,5,"1,098.80","5,494.00",516.44,,
SO - 0005551,3/8/2016,50,Distributor,USD,AXW291,3,26,8,"2,499.10","19,992.80","1,774.36",,
SO - 0005552,3/8/2016,146,Export,USD,NXH382,47,21,7,"3,189.20","22,324.40","2,647.04",,
SO - 0005553,3/8/2016,138,Export,USD,AXW291,15,2,9,261.30,"2,351.70",182.91,,
SO - 0005554,3/8/2016,143,Export,USD,FLR025,66,7,9,187.60,"1,688.40",95.68,,
SO - 0005555,3/8/2016,170,Wholesale,USD,FLR025,61,22,8,911.20,"7,289.60",610.50,,
SO - 0005556,3/8/2016,173,Distributor,USD,NXH382,59,13,6,"2,680.00","16,080.00","2,144.00",,
SO - 0005557,3/8/2016,161,Wholesale,USD,AXW291,26,25,11,683.40,"7,517.40",314.36,,
SO - 0005558,3/8/2016,154,Distributor,USD,GUT930,42,26,10,"1,721.90","17,219.00",774.86,,
SO - 0005559,3/8/2016,119,Wholesale,USD,FLR025,62,10,9,"6,050.10","54,450.90","3,025.05",,
SO - 0005560,3/8/2016,79,Distributor,USD,AXW291,19,2,5,"1,085.40","5,427.00",672.95,,
SO - 0005561,3/8/2016,7,Distributor,USD,AXW291,9,13,10,"3,618.00","36,180.00","2,930.58",,
SO - 0005562,3/9/2016,42,Wholesale,USD,NXH382,57,12,7,"3,953.00","27,671.00","1,976.50",,
SO - 0005563,3/9/2016,119,Export,USD,AXW291,5,25,6,"3,671.60","22,029.60","1,468.64",,
SO - 0005564,3/9/2016,81,Wholesale,USD,NXH382,49,15,7,"1,943.00","13,601.00",913.21,,
SO - 0005565,3/9/2016,42,Wholesale,USD,AXW291,31,18,12,"3,993.20","47,918.40","1,916.74",,
SO - 0005566,3/9/2016,35,Distributor,USD,AXW291,4,18,8,174.20,"1,393.60",142.84,,
SO - 0005567,3/9/2016,65,Wholesale,USD,AXW291,14,8,11,"1,011.70","11,128.70",708.19,,
SO - 0005568,3/9/2016,153,Wholesale,USD,AXW291,27,17,10,"1,058.60","10,586.00",539.89,,
SO - 0005569,3/10/2016,134,Wholesale,USD,GUT930,33,7,12,"2,592.90","31,114.80","1,166.81",,
SO - 0005570,3/10/2016,99,Wholesale,USD,AXW291,8,3,10,"1,118.90","11,189.00",861.55,,
SO - 0005571,3/10/2016,120,Wholesale,USD,NXH382,48,26,9,"1,112.20","10,009.80",556.10,,
SO - 0005572,3/10/2016,171,Wholesale,USD,FLR025,63,18,5,"3,845.80","19,229.00","1,730.61",,
SO - 0005573,3/10/2016,100,Wholesale,USD,NXH382,50,14,5,"2,378.50","11,892.50","1,974.16",,
SO - 0005574,3/10/2016,12,Distributor,USD,NXH382,56,25,9,"3,289.70","29,607.30","1,677.75",,
SO - 0005575,3/10/2016,123,Wholesale,USD,AXW291,21,29,9,"1,842.50","16,582.50","1,068.65",,
SO - 0005576,3/10/2016,102,Wholesale,USD,AXW291,10,2,11,"3,892.70","42,819.70","2,102.06",,
SO - 0005577,3/10/2016,6,Wholesale,USD,GUT930,37,18,10,"2,351.70","23,517.00","1,293.44",,
SO - 0005578,3/10/2016,19,Distributor,USD,GUT930,37,5,10,"2,613.00","26,130.00","1,332.63",,
SO - 0005579,3/10/2016,98,Distributor,USD,AXW291,4,14,7,"1,058.60","7,410.20",899.81,,
SO - 0005580,3/11/2016,59,Distributor,USD,GUT930,36,29,6,187.60,"1,125.60",76.92,,
SO - 0005581,3/11/2016,2,Wholesale,USD,NXH382,51,10,6,"1,855.90","11,135.40",816.60,,
SO - 0005582,3/11/2016,118,Wholesale,USD,AXW291,1,3,7,"2,539.30","17,775.10","1,625.15",,
SO - 0005583,3/11/2016,104,Wholesale,USD,NXH382,50,5,7,810.70,"5,674.90",567.49,,
SO - 0005584,3/11/2016,56,Wholesale,USD,GUT930,37,18,5,187.60,938.00,138.82,,
SO - 0005585,3/11/2016,17,Wholesale,USD,GUT930,47,18,8,"3,912.80","31,302.40","1,565.12",,
SO - 0005586,3/11/2016,99,Wholesale,USD,GUT930,35,25,6,268.00,"1,608.00",209.04,,
SO - 0005587,3/12/2016,124,Export,USD,GUT930,33,18,6,"2,572.80","15,436.80","2,186.88",,
SO - 0005588,3/12/2016,150,Wholesale,USD,NXH382,47,5,11,"1,762.10","19,383.10",933.91,,
SO - 0005589,3/12/2016,22,Wholesale,USD,AXW291,25,17,9,234.50,"2,110.50",194.64,,
SO - 0005590,3/12/2016,148,Wholesale,USD,AXW291,25,20,11,"4,013.30","44,146.30","2,528.38",,
SO - 0005591,3/12/2016,7,Wholesale,USD,GUT930,34,26,7,"1,065.30","7,457.10",788.32,,
SO - 0005592,3/12/2016,105,Wholesale,USD,AXW291,9,4,9,"1,098.80","9,889.20",922.99,,
SO - 0005593,3/12/2016,164,Wholesale,USD,FLR025,62,2,9,"1,045.20","9,406.80",585.31,,
SO - 0005594,3/12/2016,93,Export,USD,AXW291,31,25,9,"6,177.40","55,596.60","3,397.57",,
SO - 0005595,3/13/2016,147,Distributor,USD,AXW291,16,3,9,"3,504.10","31,536.90","1,997.34",,
SO - 0005596,3/13/2016,150,Distributor,USD,AXW291,23,2,10,"1,172.50","11,725.00",996.63,,
SO - 0005597,3/13/2016,73,Distributor,USD,AXW291,25,20,10,"5,353.30","53,533.00","4,122.04",,
SO - 0005598,3/13/2016,99,Wholesale,USD,AXW291,8,26,7,268.00,"1,876.00",182.24,,
SO - 0005599,3/13/2016,107,Wholesale,USD,GUT930,41,13,12,"5,567.70","66,812.40","4,175.78",,
SO - 0005600,3/13/2016,33,Wholesale,USD,AXW291,20,25,7,971.50,"6,800.50",505.18,,
SO - 0005601,3/13/2016,127,Wholesale,USD,AXW291,29,2,10,"1,695.10","16,951.00","1,406.93",,
SO - 0005602,3/14/2016,174,Distributor,USD,AXW291,25,15,6,268.00,"1,608.00",174.20,,
SO - 0005603,3/14/2016,89,Distributor,USD,NXH382,49,7,10,"2,974.80","29,748.00","1,546.90",,
SO - 0005604,3/14/2016,35,Distributor,USD,GUT930,39,25,8,"3,859.20","30,873.60","2,045.38",,
SO - 0005605,3/14/2016,148,Wholesale,USD,FLR025,61,14,9,837.50,"7,537.50",561.13,,
SO - 0005606,3/14/2016,77,Wholesale,USD,AXW291,15,20,5,"1,098.80","5,494.00",769.16,,
SO - 0005607,3/14/2016,169,Wholesale,USD,GUT930,40,8,8,904.50,"7,236.00",750.74,,
SO - 0005608,3/15/2016,112,Wholesale,USD,FLR025,65,15,8,"5,654.80","45,238.40","3,166.69",,
SO - 0005609,3/15/2016,58,Distributor,USD,AXW291,1,10,7,"3,966.40","27,764.80","1,903.87",,
SO - 0005610,3/15/2016,143,Export,USD,AXW291,24,8,6,"3,564.40","21,386.40","2,708.94",,
SO - 0005611,3/15/2016,105,Wholesale,USD,AXW291,16,26,6,931.30,"5,587.80",447.02,,
SO - 0005612,3/15/2016,128,Distributor,USD,AXW291,15,16,10,"2,244.50","22,445.00",920.25,,
SO - 0005613,3/15/2016,58,Export,USD,AXW291,5,18,8,"2,458.90","19,671.20","1,327.81",,
SO - 0005614,3/15/2016,42,Export,USD,AXW291,1,7,7,"2,338.30","16,368.10","1,028.85",,
SO - 0005615,3/15/2016,59,Wholesale,USD,AXW291,1,20,5,"3,939.60","19,698.00","2,087.99",,
SO - 0005616,3/16/2016,131,Wholesale,USD,AXW291,2,13,7,"1,996.60","13,976.20","1,557.35",,
SO - 0005617,3/16/2016,147,Wholesale,USD,GUT930,39,25,8,"6,157.30","49,258.40","4,617.98",,
SO - 0005618,3/16/2016,47,Wholesale,USD,AXW291,6,22,7,"2,345.00","16,415.00","1,360.10",,
SO - 0005619,3/16/2016,143,Wholesale,USD,AXW291,15,17,10,174.20,"1,742.00",121.94,,
SO - 0005620,3/17/2016,147,Distributor,USD,AXW291,19,3,5,"1,286.40","6,432.00",630.34,,
SO - 0005621,3/17/2016,41,Distributor,USD,AXW291,20,14,11,"6,023.30","66,256.30","3,915.15",,
SO - 0005622,3/17/2016,61,Wholesale,USD,GUT930,40,13,8,"2,633.10","21,064.80","1,922.16",,
SO - 0005623,3/17/2016,5,Wholesale,USD,FLR025,61,24,12,201.00,"2,412.00",166.83,,
SO - 0005624,3/17/2016,17,Wholesale,USD,NXH382,48,15,8,"1,005.00","8,040.00",713.55,,
SO - 0005625,3/17/2016,5,Distributor,USD,NXH382,50,4,10,"1,005.00","10,050.00",532.65,,
SO - 0005626,3/18/2016,89,Wholesale,USD,AXW291,19,11,6,187.60,"1,125.60",93.80,,
SO - 0005627,3/18/2016,34,Distributor,USD,FLR025,64,6,6,"1,232.80","7,396.80",850.63,,
SO - 0005628,3/18/2016,160,Wholesale,USD,GUT930,33,8,9,"3,892.70","35,034.30","2,257.77",,
SO - 0005629,3/18/2016,154,Wholesale,USD,FLR025,61,5,10,"3,872.60","38,726.00","3,175.53",,
SO - 0005630,3/18/2016,55,Export,USD,GUT930,33,26,9,"2,237.80","20,140.20",984.63,,
SO - 0005631,3/18/2016,162,Wholesale,USD,AXW291,26,7,6,"2,485.70","14,914.20","1,889.13",,
SO - 0005632,3/18/2016,91,Wholesale,USD,AXW291,22,27,7,"3,705.10","25,935.70","2,778.83",,
SO - 0005633,3/18/2016,154,Export,USD,AXW291,16,6,5,"3,443.80","17,219.00","2,307.35",,
SO - 0005634,3/18/2016,14,Distributor,USD,AXW291,20,1,6,"3,872.60","23,235.60","1,703.94",,
SO - 0005635,3/18/2016,105,Wholesale,USD,FLR025,65,17,12,"2,519.20","30,230.40","1,058.06",,
SO - 0005636,3/19/2016,150,Wholesale,USD,NXH382,50,11,12,931.30,"11,175.60",540.15,,
SO - 0005637,3/19/2016,7,Wholesale,USD,GUT930,46,15,7,"1,065.30","7,457.10",767.02,,
SO - 0005638,3/19/2016,54,Distributor,USD,FLR025,65,14,5,"2,613.00","13,065.00","1,045.20",,
SO - 0005639,3/19/2016,1,Export,USD,AXW291,3,2,5,227.80,"1,139.00",186.80,,
SO - 0005640,3/19/2016,109,Wholesale,USD,GUT930,39,25,5,"1,125.60","5,628.00",630.34,,
SO - 0005641,3/19/2016,15,Wholesale,USD,AXW291,27,19,7,"2,512.50","17,587.50","1,457.25",,
SO - 0005642,3/19/2016,72,Wholesale,USD,GUT930,35,20,7,"1,085.40","7,597.80",651.24,,
SO - 0005643,3/19/2016,39,Distributor,USD,GUT930,37,20,6,167.50,"1,005.00",87.10,,
SO - 0005644,3/19/2016,106,Wholesale,USD,NXH382,47,15,11,"1,185.90","13,044.90",794.55,,
SO - 0005645,3/20/2016,78,Export,USD,AXW291,16,26,5,"1,132.30","5,661.50",532.18,,
SO - 0005646,3/20/2016,114,Distributor,USD,GUT930,45,22,7,"1,085.40","7,597.80",445.01,,
SO - 0005647,3/20/2016,140,Wholesale,USD,GUT930,32,16,7,"2,680.00","18,760.00","1,206.00",,
SO - 0005648,3/20/2016,48,Distributor,USD,AXW291,9,5,6,"2,626.40","15,758.40","1,785.95",,
SO - 0005649,3/20/2016,94,Wholesale,USD,NXH382,51,3,9,"2,003.30","18,029.70","1,482.44",,
SO - 0005650,3/20/2016,60,Distributor,USD,FLR025,63,14,10,"2,398.60","23,986.00","1,631.05",,
SO - 0005651,3/20/2016,15,Export,USD,AXW291,18,14,10,"1,051.90","10,519.00",704.77,,
SO - 0005652,3/21/2016,104,Wholesale,USD,AXW291,12,23,10,"3,859.20","38,592.00","2,431.30",,
SO - 0005653,3/22/2016,48,Distributor,USD,GUT930,36,14,5,"1,768.80","8,844.00",884.40,,
SO - 0005654,3/22/2016,53,Distributor,USD,AXW291,5,29,9,743.70,"6,693.30",632.15,,
SO - 0005655,3/22/2016,163,Distributor,USD,NXH382,54,6,6,"1,869.30","11,215.80","1,028.12",,
SO - 0005656,3/22/2016,19,Export,USD,AXW291,6,7,12,"2,385.20","28,622.40","1,025.64",,
SO - 0005657,3/22/2016,146,Wholesale,USD,GUT930,32,3,12,"3,484.00","41,808.00","2,160.08",,
SO - 0005658,3/22/2016,101,Wholesale,USD,GUT930,42,13,11,"3,872.60","42,598.60","2,517.19",,
SO - 0005659,3/22/2016,93,Wholesale,USD,AXW291,28,2,5,"3,142.30","15,711.50","2,419.57",,
SO - 0005660,3/22/2016,48,Wholesale,USD,GUT930,46,23,5,"3,852.50","19,262.50","2,080.35",,
SO - 0005661,3/22/2016,116,Wholesale,USD,GUT930,36,6,7,917.90,"6,425.30",715.96,,
SO - 0005662,3/22/2016,64,Wholesale,USD,FLR025,62,23,6,234.50,"1,407.00",147.74,,
SO - 0005663,3/22/2016,106,Wholesale,USD,AXW291,14,5,7,"1,829.10","12,803.70",969.42,,
SO - 0005664,3/22/2016,5,Distributor,USD,GUT930,35,5,8,"5,125.50","41,004.00","2,408.99",,
SO - 0005665,3/22/2016,133,Wholesale,USD,NXH382,53,11,11,"1,963.10","21,594.10","1,531.22",,
SO - 0005666,3/22/2016,41,Distributor,USD,AXW291,13,2,6,167.50,"1,005.00",78.73,,
SO - 0005667,3/23/2016,130,Export,USD,GUT930,41,18,6,"3,966.40","23,798.40","2,776.48",,
SO - 0005668,3/23/2016,109,Export,USD,FLR025,66,26,6,"1,031.80","6,190.80",577.81,,
SO - 0005669,3/23/2016,33,Export,USD,GUT930,35,20,9,227.80,"2,050.20",145.79,,
SO - 0005670,3/23/2016,100,Wholesale,USD,NXH382,58,3,10,"3,892.70","38,927.00","2,335.62",,
SO - 0005671,3/23/2016,16,Wholesale,USD,AXW291,20,16,12,"1,319.90","15,838.80","1,042.72",,
SO - 0005672,3/23/2016,122,Export,USD,FLR025,65,3,5,"1,313.20","6,566.00",958.64,,
SO - 0005673,3/23/2016,145,Export,USD,GUT930,45,3,5,"3,001.60","15,008.00","2,251.20",,
SO - 0005674,3/23/2016,53,Distributor,USD,AXW291,24,25,11,234.50,"2,579.50",187.60,,
SO - 0005675,3/23/2016,39,Wholesale,USD,AXW291,13,15,9,"1,125.60","10,130.40",596.57,,
SO - 0005676,3/24/2016,109,Wholesale,USD,GUT930,35,17,8,"1,018.40","8,147.20",682.33,,
SO - 0005677,3/24/2016,70,Distributor,USD,GUT930,44,4,9,"5,587.80","50,290.20","4,637.87",,
SO - 0005678,3/24/2016,142,Wholesale,USD,NXH382,55,12,7,891.10,"6,237.70",543.57,,
SO - 0005679,3/24/2016,45,Wholesale,USD,NXH382,53,3,10,"1,118.90","11,189.00",783.23,,
SO - 0005680,3/25/2016,9,Wholesale,USD,FLR025,61,5,6,"1,768.80","10,612.80","1,096.66",,
SO - 0005681,3/25/2016,129,Export,USD,AXW291,12,3,8,984.90,"7,879.20",699.28,,
SO - 0005682,3/25/2016,31,Wholesale,USD,AXW291,28,13,12,"1,045.20","12,542.40",491.24,,
SO - 0005683,3/25/2016,52,Wholesale,USD,NXH382,52,26,7,"3,939.60","27,577.20","3,151.68",,
SO - 0005684,3/25/2016,136,Distributor,USD,FLR025,60,21,10,"2,934.60","29,346.00","1,291.22",,
SO - 0005685,3/25/2016,50,Wholesale,USD,GUT930,36,18,8,"6,271.20","50,169.60","3,261.02",,
SO - 0005686,3/25/2016,106,Wholesale,USD,GUT930,39,12,8,"3,819.00","30,552.00","2,253.21",,
SO - 0005687,3/25/2016,5,Wholesale,USD,NXH382,57,17,7,"2,398.60","16,790.20","1,439.16",,
SO - 0005688,3/25/2016,138,Export,USD,AXW291,18,20,9,"3,926.20","35,335.80","2,473.51",,
SO - 0005689,3/25/2016,156,Distributor,USD,AXW291,1,15,5,"1,058.60","5,293.00",783.36,,
SO - 0005690,3/25/2016,25,Wholesale,USD,NXH382,50,13,5,804.00,"4,020.00",683.40,,
SO - 0005691,3/25/2016,111,Wholesale,USD,NXH382,51,9,5,"1,125.60","5,628.00",945.50,,
SO - 0005692,3/26/2016,106,Wholesale,USD,GUT930,33,2,5,"3,504.10","17,520.50","2,417.83",,
SO - 0005693,3/26/2016,138,Export,USD,GUT930,42,25,11,"3,082.00","33,902.00","2,311.50",,
SO - 0005694,3/26/2016,108,Export,USD,AXW291,15,4,9,"1,695.10","15,255.90",678.04,,
SO - 0005695,3/26/2016,161,Wholesale,USD,GUT930,46,14,10,"5,406.90","54,069.00","4,055.18",,
SO - 0005696,3/26/2016,151,Wholesale,USD,FLR025,61,25,11,"1,815.70","19,972.70","1,434.40",,
SO - 0005697,3/26/2016,158,Distributor,USD,AXW291,3,26,10,"1,983.20","19,832.00","1,189.92",,
SO - 0005698,3/26/2016,150,Distributor,USD,AXW291,20,30,11,207.70,"2,284.70",114.24,,
SO - 0005699,3/27/2016,126,Wholesale,USD,NXH382,53,4,10,"6,371.70","63,717.00","2,803.55",,
SO - 0005700,3/27/2016,24,Wholesale,USD,NXH382,56,4,7,"1,058.60","7,410.20",455.20,,
SO - 0005701,3/27/2016,56,Distributor,USD,NXH382,52,1,10,"5,085.30","50,853.00","2,796.92",,
SO - 0005702,3/27/2016,25,Distributor,USD,GUT930,45,14,6,"3,912.80","23,476.80","1,839.02",,
SO - 0005703,3/28/2016,91,Wholesale,USD,AXW291,3,3,9,"1,078.70","9,708.30",571.71,,
SO - 0005704,3/28/2016,3,Distributor,USD,AXW291,13,18,12,"1,165.80","13,989.60",920.98,,
SO - 0005705,3/28/2016,15,Wholesale,USD,NXH382,48,11,10,"1,963.10","19,631.00",863.76,,
SO - 0005706,3/28/2016,156,Distributor,USD,AXW291,7,2,7,844.20,"5,909.40",616.27,,
SO - 0005707,3/28/2016,64,Wholesale,USD,AXW291,20,3,6,"5,165.70","30,994.20","2,737.82",,
SO - 0005708,3/28/2016,75,Wholesale,USD,AXW291,13,13,8,"2,485.70","19,885.60","2,063.13",,
SO - 0005709,3/29/2016,38,Wholesale,USD,NXH382,50,15,12,"1,045.20","12,542.40",846.61,,
SO - 0005710,3/29/2016,111,Wholesale,USD,AXW291,15,2,9,"2,358.40","21,225.60","1,532.96",,
SO - 0005711,3/29/2016,175,Wholesale,USD,GUT930,42,18,9,"1,252.90","11,276.10",751.74,,
SO - 0005712,3/29/2016,41,Export,USD,AXW291,27,17,11,"1,058.60","11,644.60",825.71,,
SO - 0005713,3/29/2016,167,Wholesale,USD,NXH382,48,10,12,"2,391.90","28,702.80","1,387.30",,
SO - 0005714,3/29/2016,34,Wholesale,USD,NXH382,50,26,10,167.50,"1,675.00",117.25,,
SO - 0005715,3/29/2016,40,Wholesale,USD,FLR025,62,23,9,187.60,"1,688.40",116.31,,
SO - 0005716,3/29/2016,7,Wholesale,USD,AXW291,1,20,12,234.50,"2,814.00",189.95,,
SO - 0005717,3/29/2016,51,Wholesale,USD,GUT930,45,27,7,"1,829.10","12,803.70","1,518.15",,
SO - 0005718,3/29/2016,30,Wholesale,USD,NXH382,60,14,7,737.00,"5,159.00",353.76,,
SO - 0005719,3/30/2016,105,Distributor,USD,GUT930,47,3,6,"2,231.10","13,386.60","1,740.26",,
SO - 0005720,3/30/2016,50,Distributor,USD,AXW291,19,25,11,"2,680.00","29,480.00","1,608.00",,
SO - 0005721,3/30/2016,128,Wholesale,USD,AXW291,19,26,12,"4,006.60","48,079.20","3,125.15",,
SO - 0005722,3/30/2016,106,Wholesale,USD,FLR025,63,25,10,"1,038.50","10,385.00",498.48,,
SO - 0005723,3/30/2016,48,Distributor,USD,AXW291,11,25,8,187.60,"1,500.80",80.67,,
SO - 0005724,3/30/2016,97,Distributor,USD,AXW291,29,30,8,757.10,"6,056.80",386.12,,
SO - 0005725,3/30/2016,53,Wholesale,USD,GUT930,39,27,8,857.60,"6,860.80",360.19,,
SO - 0005726,3/30/2016,171,Distributor,USD,AXW291,10,4,10,"5,768.70","57,687.00","4,268.84",,
SO - 0005727,3/30/2016,27,Export,USD,GUT930,36,8,12,"2,291.40","27,496.80","1,695.64",,
SO - 0005728,3/30/2016,33,Distributor,USD,GUT930,35,22,5,871.00,"4,355.00",444.21,,
SO - 0005729,3/30/2016,146,Wholesale,USD,NXH382,56,13,10,"3,825.70","38,257.00","1,836.34",,
SO - 0005730,3/30/2016,64,Wholesale,USD,FLR025,62,6,11,"6,184.10","68,025.10","3,339.41",,
SO - 0005731,3/30/2016,53,Wholesale,USD,GUT930,46,1,7,"2,874.30","20,120.10","1,667.09",,
SO - 0005732,3/31/2016,12,Export,USD,NXH382,55,25,6,"1,996.60","11,979.60","1,197.96",,
SO - 0005733,3/31/2016,80,Wholesale,USD,NXH382,59,17,11,"2,726.90","29,995.90","1,636.14",,
SO - 0005734,3/31/2016,162,Wholesale,USD,AXW291,14,15,9,917.90,"8,261.10",468.13,,
SO - 0005735,3/31/2016,98,Export,USD,FLR025,60,26,10,"1,085.40","10,854.00",803.20,,
SO - 0005736,3/31/2016,129,Export,USD,AXW291,18,14,5,180.90,904.50,86.83,,
SO - 0005737,3/31/2016,68,Distributor,USD,AXW291,30,25,11,"3,564.40","39,208.40","1,639.62",,
SO - 0005738,3/31/2016,103,Export,USD,AXW291,4,26,8,"2,479.00","19,832.00","1,735.30",,
SO - 0005739,3/31/2016,79,Wholesale,USD,AXW291,1,13,5,"1,132.30","5,661.50",600.12,,
SO - 0005740,3/31/2016,121,Export,USD,AXW291,18,17,11,"2,311.50","25,426.50","1,502.48",,
SO - 0005741,3/31/2016,162,Wholesale,USD,FLR025,61,27,9,"4,013.30","36,119.70","2,207.32",,
SO - 0005742,4/1/2016,3,Wholesale,USD,GUT930,42,25,6,"1,996.60","11,979.60","1,217.93",,
SO - 0005743,4/1/2016,53,Distributor,USD,GUT930,42,13,8,"1,232.80","9,862.40",493.12,,
SO - 0005744,4/1/2016,173,Wholesale,USD,GUT930,43,14,8,"3,155.70","25,245.60","1,388.51",,
SO - 0005745,4/1/2016,128,Wholesale,USD,AXW291,19,7,10,710.20,"7,102.00",497.14,,
SO - 0005746,4/1/2016,139,Export,USD,AXW291,17,14,10,"5,058.50","50,585.00","3,844.46",,
SO - 0005747,4/1/2016,116,Distributor,USD,NXH382,57,25,9,"1,206.00","10,854.00",747.72,,
SO - 0005748,4/1/2016,9,Wholesale,USD,FLR025,66,13,7,194.30,"1,360.10",149.61,,
SO - 0005749,4/2/2016,57,Export,USD,AXW291,24,15,11,"1,005.00","11,055.00",643.20,,
SO - 0005750,4/2/2016,157,Distributor,USD,NXH382,55,3,5,"1,058.60","5,293.00",624.57,,
SO - 0005751,4/2/2016,163,Wholesale,USD,AXW291,1,2,5,"1,943.00","9,715.00","1,651.55",,
SO - 0005752,4/2/2016,134,Wholesale,USD,AXW291,12,26,12,"2,525.90","30,310.80","1,288.21",,
SO - 0005753,4/2/2016,155,Wholesale,USD,AXW291,13,25,5,"5,735.20","28,676.00","3,670.53",,
SO - 0005754,4/2/2016,67,Wholesale,USD,GUT930,33,26,6,"1,058.60","6,351.60",793.95,,
SO - 0005755,4/2/2016,42,Wholesale,USD,NXH382,49,9,6,"1,239.50","7,437.00",607.36,,
SO - 0005756,4/2/2016,138,Export,USD,AXW291,1,3,5,"3,631.40","18,157.00","1,561.50",,
SO - 0005757,4/3/2016,39,Distributor,USD,NXH382,54,20,9,971.50,"8,743.50",816.06,,
SO - 0005758,4/3/2016,62,Wholesale,USD,GUT930,33,17,11,"5,266.20","57,928.20","4,212.96",,
SO - 0005759,4/3/2016,104,Wholesale,USD,AXW291,25,1,9,"3,919.50","35,275.50","2,978.82",,
SO - 0005760,4/3/2016,27,Wholesale,USD,AXW291,26,6,7,"2,398.60","16,790.20","1,750.98",,
SO - 0005761,4/3/2016,15,Wholesale,USD,AXW291,10,13,7,"1,078.70","7,550.90",862.96,,
SO - 0005762,4/3/2016,27,Wholesale,USD,AXW291,24,5,12,"3,865.90","46,390.80","2,860.77",,
SO - 0005763,4/3/2016,50,Distributor,USD,AXW291,29,28,6,"3,879.30","23,275.80","2,599.13",,
SO - 0005764,4/3/2016,12,Wholesale,USD,GUT930,31,14,10,"1,011.70","10,117.00",566.55,,
SO - 0005765,4/3/2016,113,Distributor,USD,AXW291,17,13,7,"5,688.30","39,818.10","2,502.85",,
SO - 0005766,4/3/2016,144,Wholesale,USD,AXW291,15,2,5,964.80,"4,824.00",791.14,,
SO - 0005767,4/4/2016,88,Wholesale,USD,GUT930,38,12,9,"2,901.10","26,109.90","2,146.81",,
SO - 0005768,4/4/2016,2,Export,USD,AXW291,16,25,11,"1,145.70","12,602.70",492.65,,
SO - 0005769,4/4/2016,48,Distributor,USD,NXH382,51,29,7,924.60,"6,472.20",656.47,,
SO - 0005770,4/4/2016,139,Export,USD,GUT930,34,17,12,"6,378.40","76,540.80","3,508.12",,
SO - 0005771,4/4/2016,43,Wholesale,USD,GUT930,33,2,7,"1,092.10","7,644.70",589.73,,
SO - 0005772,4/4/2016,10,Wholesale,USD,AXW291,17,25,8,"3,470.60","27,764.80","1,874.12",,
SO - 0005773,4/4/2016,99,Wholesale,USD,GUT930,38,15,12,"3,939.60","47,275.20","2,481.95",,
SO - 0005774,4/4/2016,151,Wholesale,USD,NXH382,57,14,7,214.40,"1,500.80",122.21,,
SO - 0005775,4/4/2016,78,Wholesale,USD,AXW291,31,20,5,"1,956.40","9,782.00","1,584.68",,
SO - 0005776,4/4/2016,80,Wholesale,USD,GUT930,43,27,7,"1,105.50","7,738.50",784.91,,
SO - 0005777,4/4/2016,104,Wholesale,USD,NXH382,53,15,10,"1,078.70","10,787.00",539.35,,
SO - 0005778,4/4/2016,66,Distributor,USD,AXW291,12,14,8,"3,986.50","31,892.00","1,913.52",,
SO - 0005779,4/5/2016,67,Wholesale,USD,NXH382,48,25,7,"1,018.40","7,128.80",814.72,,
SO - 0005780,4/5/2016,79,Distributor,USD,AXW291,29,13,11,"1,078.70","11,865.70",787.45,,
SO - 0005781,4/5/2016,73,Wholesale,USD,AXW291,1,8,8,"2,291.40","18,331.20","1,260.27",,
SO - 0005782,4/5/2016,121,Export,USD,AXW291,8,9,6,"1,132.30","6,793.80",611.44,,
SO - 0005783,4/5/2016,53,Wholesale,USD,AXW291,28,25,9,"1,132.30","10,190.70",702.03,,
SO - 0005784,4/5/2016,66,Distributor,USD,FLR025,64,1,8,"1,025.10","8,200.80",563.81,,
SO - 0005785,4/5/2016,154,Wholesale,USD,GUT930,42,20,9,"2,351.70","21,165.30","1,599.16",,
SO - 0005786,4/5/2016,153,Wholesale,USD,GUT930,44,3,8,"3,450.50","27,604.00","2,070.30",,
SO - 0005787,4/5/2016,54,Wholesale,USD,GUT930,45,17,6,"2,003.30","12,019.80","1,121.85",,
SO - 0005788,4/5/2016,168,Distributor,USD,NXH382,52,3,11,"2,606.30","28,669.30","1,068.58",,
SO - 0005789,4/5/2016,103,Wholesale,USD,NXH382,48,1,7,"1,902.80","13,319.60","1,427.10",,
SO - 0005790,4/5/2016,115,Wholesale,USD,AXW291,3,13,5,"2,371.80","11,859.00","1,565.39",,
SO - 0005791,4/6/2016,91,Distributor,USD,NXH382,57,28,5,"3,162.40","15,812.00","1,865.82",,
SO - 0005792,4/6/2016,161,Wholesale,USD,GUT930,36,15,7,221.10,"1,547.70",161.40,,
SO - 0005793,4/6/2016,33,Distributor,USD,NXH382,55,14,8,"1,118.90","8,951.20",593.02,,
SO - 0005794,4/6/2016,112,Export,USD,NXH382,57,10,9,"2,626.40","23,637.60","1,391.99",,
SO - 0005795,4/6/2016,77,Wholesale,USD,AXW291,14,25,7,750.40,"5,252.80",547.79,,
SO - 0005796,4/6/2016,138,Wholesale,USD,AXW291,21,22,10,"1,051.90","10,519.00",788.93,,
